Name,OrderNumber,Disabled,ParagonSeason,VisibleOnlyInMatchingSeason,DungeonSet,DifficultyTrack,MonsterDifficulty,SceneType,TimeInSeconds,DungeonNeedToKillAllMonsters,DefendFriendliesTID,XpLevelReg,ParagonLevelReg,EstimatedXpLevelReg,PvpXpLevelCap,GearScore,TID,Music,AmbientSound,SceneJSON,DefaultEnvironmentalEffect,IconAsset,WorldType,PlayerCount,RespawnSeconds,DungeonDrop,DungeonDropMultiplier,AmbushType,SummonEliteChanceNormal,SummonEliteChanceStrong,SummonEliteChanceBoss,AverageBotXPLevelNormal,AverageBotGearLevelNormal,BotPowerGemLevelForOfflineDungeon,AverageBotXPLevelHard,AverageBotGearLevelHard,AverageBotXPLevelVeryHard,AverageBotGearLevelVeryHard,BotBoost,SummonCanBeElite,BluePrintPointsFromNormal,BluePrintPointsFromStrong,BluePrintPointsFromBoss,BluePrintPointsForFirstDrop,BluePrintPointsForSecondDrop,BluePrintPointsForThirdDrop,BluePrintPointsForFourthDrop,DungeonAndQuestAndPvpCompletedLootProfile,BossHealthBoostPercent,PvpEnemy1,PvpEnemy1Points,PvpEnemy2,PvpEnemy2Points,PvpEnemy3,PvpEnemy3Points,PvpEnemy4,PvpEnemy4Points,PvpEnemy5,PvpEnemy5Points,PvpEnemy6,PvpEnemy6Points,PvpEnemy7,PvpEnemy7Points,PvpEnemy8,PvpEnemy8Points,SkinDrop,RandomEventLevel,RandomEvent1,RandomEvent1Chance,RandomEvent2,RandomEvent2Chance,RandomEvent3,RandomEvent3Chance,RandomEvent4,RandomEvent4Chance,RandomEvent5,RandomEvent5Chance,RandomEvent6,RandomEvent6Chance,SmallEnemyDamageAndHealingIncreasePercent,SmallEnemyHealthIncreasePercent,SmallEnemyLootIncreasePercent,LargeEnemyDamageAndHealingIncreasePercent,LargeEnemyHealthIncreasePercent,LargeEnemyLootIncreasePercent,BossEnemyDamageAndHealingIncreasePercent,BossEnemyHealthIncreasePercent,BossEnemyLootIncreasePercent,FriendlyDamageAndHealingIncreasePercent,FriendlyHealthIncreasePercent,Modifier1,Modifier1Number,Modifier2,Modifier2Number,AreaEffect,AreaEffectChancePermilleEveryTenthOfASecond,AreaEffectRandomDistanceFromPlayer,AreaEffectMinimumDistanceFromPlayer,AreaEffectDamagesEnemies,AreaEffectActiveTimeMs,AreaEffectDownTimeMs,AreaEffectMinimumDistanceToEachOther
CH02_LUNA_SOLDIER_DUNGEON_1,20,,2,TRUE,15,,,Dungeon,300,,,,,52,,11905,TID_CH02_LUNA_SOLDIER_DUNGEON_1,DungeonBoss01,EarthCityRooftopNight,scene/w00_park_dg_ch2.json,,sc/ui.sc#mapbg_ch02_dg_origin_of_chaos,Dragonling,4,15,,,1,,,,540,540,,,,,,3,,100,500,10000,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,112,,125,112,,135,122,,90,135,,,,,,,,,,,,
CH02_DG_01_1,21,,2,TRUE,15,,,Dungeon,300,,,,,53,,12132,TID_W01_DG10_1,DungeonLight,OvergrownRuins,scene/w01_dg10.json,,sc/ui.sc#mapbg_ch02_dg01_overgrown_tomb,Dragonling,4,15,,,,,,,540,540,,,,,,8,,100,500,10000,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,123,,136,123,,147,134,,134,147,,,,,,,,,,,,
CH02_DG_02_1,22,,2,TRUE,15,,,Dungeon,300,,,,,53,,12358,TID_W02_DG13_1,DungeonDark,SpookyForest,scene/w02_dg_rooftop_garden.json,,sc/ui.sc#mapbg_ch02_dg02_rooftop_garden,Beetle,4,15,,,1,,,,550,550,,,,,,5,,100,500,10000,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,102,,114,102,,124,112,,112,124,,,,,,,,,,,,
CH02_DG_03_1,23,,2,TRUE,15,,,Dungeon,300,,,,,54,,12585,TID_CH02_DG_03_1,OpenWorldCatFishingVillage,IcePlains,scene/w03_dg01_frozen_bridge.json,,sc/ui.sc#mapbg_ch02_dg03_ice_fishing,Dragonling,4,15,,,1,,,,560,560,,,,,,3,,100,500,10000,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,92,,104,92,,113,102,,102,113,,,,,,,,,,,,
CH02_DG_04_1,24,,2,TRUE,16,,,Dungeon,300,,,,25,54,,12812,TID_CH02_DG_04_1,DungeonDark,EarthCityRooftopNight,scene/w00_park_dg_ch2_megainvasionportal.json,,sc/ui.sc#mapbg_w01_dg10,Dragonling,4,15,,,,,,,560,560,,,,,,4,,100,500,10000,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,70,,83,70,,114,102,,102,114,,,,,,,,,,,,
CH02_DG_05_1,25,,2,TRUE,16,,,Arena,300,,,,,54,,13038,TID_CH02_DG_05_1,DungeonLight,OvergrownRuins,scene/chamber_arena_ch2_pressure_arena.json,,sc/ui.sc#mapbg_ch02_dg05_pressure_arena,Beetle,4,15,,,1,,,,570,570,,,,,,4,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,73,,104,73,,113,83,,83,113,,,,,,,,,,,,
CH02_DG_06_1,26,,2,TRUE,16,,,Dungeon,300,,,,,55,,13265,TID_CH02_DG_06_1,DungeonBeetleSewers,Sewers,scene/ch2_dg_toxic_delve.json,,sc/ui.sc#mapbg_ch02_dg06_toxic_delve,Dragonling,4,15,,,1,,,,580,580,,,,,,3,,100,500,10000,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,83,,94,83,,103,92,,92,103,ConstantDamage,369,,,,,,,,,,
CH02_DG_07_1,27,,2,TRUE,16,,,Dungeon,300,,,,,55,,13492,TID_CH02_DG_07_1,OpenWorldEarthCrossTown02,AmbSlums,scene/w03_dg_slums_rooftops.json,,sc/ui.sc#mapbg_ch02_dg07_deadeye_district,Dragonling,4,15,,,1,,,,580,580,,,,,,5,,100,500,10000,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,102,,114,102,,124,112,,112,124,,,,,,,,,,,,
CH02_DG_08_1,28,,2,TRUE,16,,,Dungeon,300,,,,,56,,13718,TID_W02_DG07_1,DungeonBeetleSewers,SpookyLands,scene/w02_dg07.json,,sc/ui.sc#mapbg_ch02_dg08_courtyard,Beetle,4,15,,,1,,,,590,590,,,,,,5,,100,500,10000,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,83,,94,83,,103,92,,92,103,,,,,,,,,,,,
CH02_DG_09_1,29,,2,TRUE,16,,,Dungeon,300,,,,,56,,13945,TID_W01_DG07_1,DungeonLight,WindyMountainTop,scene/w01_dg07.json,,sc/ui.sc#mapbg_ch02_dg09_windy_mountain_top,Dragonling,4,15,,,,,,,600,600,,,,,,5,,100,500,10000,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,74,,85,74,,93,83,,83,93,,,,,,,,,,,,
CH02_DG_10_1,30,,2,TRUE,17,,,Dungeon,300,,,,35,57,,14172,TID_W02_DG11_1,DungeonBeetleRoyalQuarters,CastleIndoors,scene/w02_library_dg.json,,sc/ui.sc#mapbg_ch02_dg10_grand_library,Beetle,4,15,,,1,,,,610,610,,,,,,3,,100,500,10000,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,92,,104,92,,113,102,,102,113,,,,,,,,,,,,
CH02_DG_11_1,31,,2,TRUE,17,,,Arena,300,,,,,57,,14398,TID_W01_ARENA2_1,ArenaDungeon01C,SpookyForest,scene/world02_arena01.json,,sc/ui.sc#mapbg_ch02_dg11_boss_arena,Beetle,4,15,,,,,,,610,610,,,,,,4,,100,500,10000,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,57,,85,57,,93,66,,66,93,,,,,,,,,,,,
CH02_DG_12_1,32,,2,TRUE,17,,,Dungeon,300,,,,,58,,14625,TID_CH02_DG_12_1,OpenWorldEarthCrossTown02,IcePlains,scene/w03_dg_snowclaw_summit.json,,sc/ui.sc#mapbg_ch02_dg12_snowclaw_summit,Beetle,4,15,,,,,,,620,620,,,,,,3,,100,500,10000,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,66,,76,66,,84,74,,74,84,,,,,,,,,,,,
CH02_DG_13_1,33,,2,TRUE,17,,,Dungeon,300,,,,,58,,14852,TID_W02_DG05_1,DungeonDark,SewersExotic,scene/sewer_split_paths.json,,sc/ui.sc#mapbg_ch02_dg13_dank_depths,Beetle,4,15,,,1,,,,630,630,,,,,,6,,100,500,10000,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,83,,94,83,,103,92,,92,103,,,,,,,,,,,,
CH02_DG_14_1,34,,2,TRUE,17,,,Dungeon,300,,,,,59,,15078,TID_W01_DG11_1,DungeonDragonlingDragonCity,AmbDungeon01,scene/w01_dg11.json,,sc/ui.sc#mapbg_ch02_dg14_razor_cave,Dragonling,4,15,,,,,,,630,630,,,,,,3,,100,500,10000,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,83,,94,83,,103,92,,92,103,,,,,,,,,,,,
CH02_DG_15_1,35,,2,TRUE,17,,,Dungeon,300,,,,,59,,15305,TID_MAP_BEETLE_RAID1_1,DungeonBoss01B,SpookyForestRamparts,scene/beetle_raid1.json,,sc/ui.sc#mapbg_ch02_dg15_throne_room,Beetle,4,15,,,1,,,,640,640,,,,,,6,,100,500,10000,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,65,,75,65,,83,73,,73,83,,,,,,,,,,,,
CH02_MANNY_ESCORT_DUNGEON_2,36,,2,TRUE,18,,,Dungeon,300,,TID_MANNY_ESCORT_HINT,,45,60,,15531,TID_CH02_MANNY_ESCORT_DUNGEON_2,DungeonBeetleSewers,SpookyForest,scene/w02d02_toxic_blocking.json,,sc/ui.sc#mapbg_ch02_dg_manny_vibes,Beetle,4,15,,,1,,,,650,650,,,,,,3,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,397,,397,397,,397,397,,300,397,,,,,,,,,,,,
CH02_JAX_SOLDIER_DUNGEON_2,37,,2,TRUE,18,,,Dungeon,300,,,,,60,,15758,TID_CH02_JAX_SOLDIER_DUNGEON_2,DungeonDragonlingGardenCity,OvergrownRuinsGarden,scene/w01_garden_ravine.json,,sc/ui.sc#mapbg_ch02_dg_jaxxed_out,Dragonling,4,15,,,1,,,,650,650,,,,,,3,,100,500,10000,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,373,,373,373,,373,373,,275,373,,,,,,,,,,,,
CH02_LUNA_SOLDIER_DUNGEON_2,38,,2,TRUE,18,,,Dungeon,300,,,,,60,,15985,TID_CH02_LUNA_SOLDIER_DUNGEON_2,DungeonBoss01,EarthCityRooftopNight,scene/w00_park_dg_ch2.json,,sc/ui.sc#mapbg_ch02_dg_origin_of_chaos,Dragonling,4,15,,,1,,,,660,660,,,,,,3,,100,500,10000,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,311,,311,311,,385,348,,200,385,,,,,,,,,,,,
CH02_DG_01_2,39,,2,TRUE,18,,,Dungeon,300,,,,,61,,16211,TID_W01_DG10_2,DungeonLight,OvergrownRuins,scene/w01_dg10.json,,sc/ui.sc#mapbg_ch02_dg01_overgrown_tomb,Dragonling,4,15,,,,,,,670,670,,,,,,8,,100,500,10000,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,331,,331,331,,410,370,,225,410,,,,,,,,,,,,
CH02_DG_02_2,40,,2,TRUE,18,,,Dungeon,300,,,,,61,,16438,TID_W02_DG13_2,DungeonDark,SpookyForest,scene/w02_dg_rooftop_garden.json,,sc/ui.sc#mapbg_ch02_dg02_rooftop_garden,Beetle,4,15,,,1,,,,670,670,,,,,,5,,100,500,10000,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,311,,311,311,,385,348,,348,385,,,,,,,,,,,,
CH02_DG_03_2,41,,2,TRUE,18,,,Dungeon,300,,,,,62,,16665,TID_CH02_DG_03_2,OpenWorldCatFishingVillage,IcePlains,scene/w03_dg01_frozen_bridge.json,,sc/ui.sc#mapbg_ch02_dg03_ice_fishing,Dragonling,4,15,,,1,,,,680,680,,,,,,3,,100,500,10000,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,272,,272,272,,340,306,,306,340,,,,,,,,,,,,
CH02_DG_04_2,42,,2,TRUE,19,,,Dungeon,300,,,,55,62,,16891,TID_CH02_DG_04_2,DungeonDark,EarthCityRooftopNight,scene/w00_park_dg_ch2_megainvasionportal.json,,sc/ui.sc#mapbg_w01_dg10,Dragonling,4,15,,,,,,,690,690,,,,,,4,,100,500,10000,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,236,,236,236,,311,311,,311,311,,,,,,,,,,,,
CH02_DG_05_2,43,,2,TRUE,19,,,Arena,300,,,,,63,,17118,TID_CH02_DG_05_2,DungeonLight,OvergrownRuins,scene/chamber_arena_ch2_pressure_arena.json,,sc/ui.sc#mapbg_ch02_dg05_pressure_arena,Beetle,4,15,,,1,,,,700,700,,,,,,4,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,256,,291,256,,362,256,,256,362,,,,,,,,,,,,
CH02_DG_06_2,44,,2,TRUE,19,,,Dungeon,300,,,,,63,,17345,TID_CH02_DG_06_2,DungeonBeetleSewers,Sewers,scene/ch2_dg_toxic_delve.json,,sc/ui.sc#mapbg_ch02_dg06_toxic_delve,Dragonling,4,15,,,1,,,,700,700,,,,,,3,,100,500,10000,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,255,,255,255,,319,287,,287,319,ConstantDamage,554,,,,,,,,,,
CH02_DG_07_2,45,,2,TRUE,19,,,Dungeon,300,,,,,64,,17571,TID_CH02_DG_07_2,OpenWorldEarthCrossTown02,AmbSlums,scene/w03_dg_slums_rooftops.json,,sc/ui.sc#mapbg_ch02_dg07_deadeye_district,Dragonling,4,15,,,1,,,,710,710,,,,,,5,,100,500,10000,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,291,,291,291,,362,327,,327,362,,,,,,,,,,,,
CH02_DG_08_2,46,,2,TRUE,19,,,Dungeon,300,,,,,64,,17798,TID_W02_DG07_2,DungeonBeetleSewers,SpookyLands,scene/w02_dg07.json,,sc/ui.sc#mapbg_ch02_dg08_courtyard,Beetle,4,15,,,1,,,,720,720,,,,,,5,,100,500,10000,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,272,,272,272,,340,306,,306,340,,,,,,,,,,,,
CH02_DG_09_2,47,,2,TRUE,19,,,Dungeon,300,,,,,65,,18025,TID_W01_DG07_2,DungeonLight,WindyMountainTop,scene/w01_dg07.json,,sc/ui.sc#mapbg_ch02_dg09_windy_mountain_top,Dragonling,4,15,,,,,,,720,720,,,,,,5,,100,500,10000,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,255,,255,255,,319,287,,287,319,,,,,,,,,,,,
CH02_DG_10_2,48,,2,TRUE,20,,,Dungeon,300,,,,65,65,,18138,TID_W02_DG11_2,DungeonBeetleRoyalQuarters,CastleIndoors,scene/w02_library_dg.json,,sc/ui.sc#mapbg_ch02_dg10_grand_library,Beetle,4,15,,,1,,,,730,730,,,,,,3,,100,500,10000,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,272,,272,272,,340,306,,306,340,,,,,,,,,,,,
CH02_DG_11_2,49,,2,TRUE,20,,,Arena,300,,,,,66,,18251,TID_W01_ARENA2_2,ArenaDungeon01C,SpookyForest,scene/world02_arena01.json,,sc/ui.sc#mapbg_ch02_dg11_boss_arena,Beetle,4,15,,,,,,,740,740,,,,,,4,,100,500,10000,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,223,,255,223,,319,223,,223,319,,,,,,,,,,,,
CH02_DG_12_2,50,,2,TRUE,20,,,Dungeon,300,,,,,66,,18364,TID_CH02_DG_12_2,OpenWorldEarthCrossTown02,IcePlains,scene/w03_dg_snowclaw_summit.json,,sc/ui.sc#mapbg_ch02_dg12_snowclaw_summit,Beetle,4,15,,,,,,,740,740,,,,,,3,,100,500,10000,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,238,,238,238,,299,269,,269,299,,,,,,,,,,,,
CH02_DG_13_2,51,,2,TRUE,20,,,Dungeon,300,,,,,66,,18478,TID_W02_DG05_2,DungeonDark,SewersExotic,scene/sewer_split_paths.json,,sc/ui.sc#mapbg_ch02_dg13_dank_depths,Beetle,4,15,,,1,,,,750,750,,,,,,6,,100,500,10000,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,255,,255,255,,319,287,,287,319,,,,,,,,,,,,
CH02_DG_14_2,52,,2,TRUE,20,,,Dungeon,300,,,,,67,,18591,TID_W01_DG11_2,DungeonDragonlingDragonCity,AmbDungeon01,scene/w01_dg11.json,,sc/ui.sc#mapbg_ch02_dg14_razor_cave,Dragonling,4,15,,,,,,,760,760,,,,,,3,,100,500,10000,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,238,,238,238,,299,269,,269,299,,,,,,,,,,,,
CH02_DG_15_2,53,,2,TRUE,20,,,Dungeon,300,,,,,67,,18704,TID_MAP_BEETLE_RAID1_2,DungeonBoss01B,SpookyForestRamparts,scene/beetle_raid1.json,,sc/ui.sc#mapbg_ch02_dg15_throne_room,Beetle,4,15,,,1,,,,760,760,,,,,,6,,100,500,10000,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,219,,219,219,,277,248,,248,277,,,,,,,,,,,,
ART_SEONHEE_MAP,,TRUE,-1,,,,,OpenWorld,,,,,,,,,TID_SEONNY_PLAYGROUND,OpenWorldEarthCrossTown,EarthCityOutdoorsEvening,scene/w00_oa01_crosstown.json,,sc/ui.sc#mapbg_w01_oa01,Testing,5,10,,,,,,,10,10,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W00_SOLO_DG16,9,,2,TRUE,10,,,Dungeon,120,TRUE,,49,,47,,9387,TID_W00_SOLO_DG16,SoloDungeon01B,Warehouse,scene/w00_solo_dg16.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,470,470,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W00_SOLO_DG17,10,,2,TRUE,10,,,Dungeon,120,TRUE,,,,49,,10350,TID_W00_SOLO_DG17,SoloDungeon03,Warehouse,scene/w00_solo_dg17.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,490,490,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W00_SOLO_DG18,11,,2,TRUE,10,,,Dungeon,120,TRUE,,,,51,,11403,TID_W00_SOLO_DG18,SoloDungeon04,Warehouse,scene/w00_solo_dg18.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,510,510,,,,,,,,100,500,10000,,,,,,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W00_SOLO_DG16_1,18,,2,TRUE,12,,,Dungeon,120,TRUE,,,,57,,14247,TID_W00_SOLO_DG16_1,SoloDungeon01B,Warehouse,scene/w00_solo_dg16.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,470,470,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,,40,40,,40,40,,48,48,,,,,,,,,,,,
W00_SOLO_DG17_1,19,,2,TRUE,12,,,Dungeon,120,TRUE,,,,58,,14549,TID_W00_SOLO_DG17_1,SoloDungeon03,Warehouse,scene/w00_solo_dg17.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,490,490,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,,34,34,,34,34,,41,41,,,,,,,,,,,,
W00_SOLO_DG18_1,20,,2,TRUE,12,,,Dungeon,120,TRUE,,,,58,,14852,TID_W00_SOLO_DG18_1,SoloDungeon04,Warehouse,scene/w00_solo_dg18.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,510,510,,,,,,,,100,500,10000,,,,,,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,,27,27,,27,,,34,34,,,,,,,,,,,,
W00_SOLO_DG16_2,27,,2,TRUE,14,,,Dungeon,120,TRUE,,,,64,,17873,TID_W00_SOLO_DG16_2,SoloDungeon01B,Warehouse,scene/w00_solo_dg16.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,470,470,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,77,,77,77,,77,77,,87,87,,,,,,,,,,,,
W00_SOLO_DG17_2,28,,2,TRUE,14,,,Dungeon,120,TRUE,,,,65,,18100,TID_W00_SOLO_DG17_2,SoloDungeon03,Warehouse,scene/w00_solo_dg17.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,490,490,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,68,,68,68,,68,68,,78,78,,,,,,,,,,,,
W00_SOLO_DG18_2,29,,2,TRUE,14,,,Dungeon,120,TRUE,,,,66,,18251,TID_W00_SOLO_DG18_2,SoloDungeon04,Warehouse,scene/w00_solo_dg18.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,510,510,,,,,,,,100,500,10000,,,,,,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,68,,68,68,,68,,,78,78,,,,,,,,,,,,
CH1_PVP_SOLO_0,,,1,,,,,PvpSolo,180,,,,,15,15,1782,TID_PVP_SOLO_DUO_DRAGONLING_0,PVPDungeon01,CanyonTop,scene/w01_pvp_2vs2_dragonling.json,,sc/ui.sc#mapbg_w01_pvp_2vs2_dragonling,Dragonling,20,10,,,1,,,,150,150,,,,,,,,,,10000,,,,,,-65,DragonlingWeakMeleeSmall,1,DragonlingWeakRangedSmall,1,DragonlingStrongSlammer,5,DragonlingStrongJumper,5,DragonlingStrongCharger,10,DragonlingDungeonBossOpen,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH1_PVP_SOLO_1,1,,1,,,,,PvpSolo,180,,,,,15,15,1782,TID_PVP_SOLO_DUO_BEETLE_0,PVPDungeon01,SpookyForest,scene/pvp_solo_0.json,,sc/ui.sc#mapbg_w02_pvp_solo_0,Beetle,20,10,,,1,,,,150,150,,,,,,,,,,10000,,,,,,-65,BeetleWeakMeleeSmall,1,BeetleWeakRangedSmall,1,BeetleStrongKnight,5,BeetleStrongRanged,5,,,BeetleBossEasy,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH1_PVP_SOLO_2,2,,1,,,,,PvpSolo,180,,,,,15,15,1782,TID_PVP_SOLO_DUO_CAT_0,PVPDungeon01,IcePlains,scene/w03_arena_frozensea.json,,sc/ui.sc#mapbg_ch02_pvp_frozen_sea,Testing,20,10,,,1,,,,150,150,,,,,,,,,,10000,,,,,,-65,CatWeakMeleeSmall,1,CatWeakRangedSmall,1,CatWeakMelee,5,CatWeakRanged,5,,,CatBossFishermanOpen,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH1_PVP_DUO_0,,,1,,,,,PvpDuo,180,,,,,15,15,1782,TID_PVP_SOLO_DUO_CAT_0,PVPDungeon01,IcePlains,scene/w03_arena_frozensea_duo.json,,sc/ui.sc#mapbg_ch02_pvp_frozen_sea,Testing,20,10,,,1,,,,150,150,,,,,,,,,,10000,,,,,,-65,CatWeakMeleeSmall,1,CatWeakRangedSmall,1,CatWeakMelee,5,CatWeakRanged,5,,,CatBossFishermanOpen,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH1_PVP_DUO_1,1,,1,,,,,PvpDuo,180,,,,,15,15,1782,TID_PVP_SOLO_DUO_DRAGONLING_0,PVPDungeon01,CanyonTop,scene/w01_pvp_2vs2_dragonling_duo.json,,sc/ui.sc#mapbg_w01_pvp_2vs2_dragonling,Dragonling,20,10,,,1,,,,150,150,,,,,,,,,,10000,,,,,,-65,DragonlingWeakMeleeSmall,1,DragonlingWeakRangedSmall,1,DragonlingStrongSlammer,5,DragonlingStrongJumper,5,DragonlingStrongCharger,10,DragonlingDungeonBossOpen,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH1_PVP_DUO_2,2,,1,,,,,PvpDuo,180,,,,,15,15,1782,TID_PVP_SOLO_DUO_BEETLE_0,PVPDungeon01,SpookyForest,scene/pvp_duo_0.json,,sc/ui.sc#mapbg_w02_pvp_duo_0,Beetle,20,10,,,1,,,,150,150,,,,,,,,,,10000,,,,,,-65,BeetleWeakMeleeSmall,1,BeetleWeakRangedSmall,1,BeetleStrongKnight,5,BeetleStrongRanged,5,,,BeetleBossEasy,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH1_PVP_4V4_0,,,1,,,,,PvpTeam,180,,,,,15,15,1782,TID_PVP_4V4_BEETLE_0,PVPDungeon01,SpookyForestRamparts,scene/pvp_aram.json,,sc/ui.sc#mapbg_w02_pvp_aram,Beetle,8,10,,,1,,,,150,150,,,,,,,,,,10000,,,,,,-25,BeetleWeakMelee,1,BeetleWeakRanged,1,BeetleStrongKnight,5,BeetleStrongRanged,5,BeetleDungeonBossOpen,50,BeetleBossEasy,50,BeetleBossMediumOpen,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH1_PVP_4V4_1,1,,1,,,,,PvpTeam,180,,,,,15,15,1782,TID_PVP_4V4_CAT_0,PVPDungeon01,IcePlains,scene/w03_arena_frozencliff.json,,sc/ui.sc#mapbg_ch02_pvp_frozencliff,Testing,8,10,,,1,,,,150,150,,,,,,,,,,10000,,,,,,-25,CatWeakRangedSmall,1,,,CatWeakRanged,5,,,CatBossArcherOpen,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH1_PVP_4V4_2,2,,1,,,,,PvpTeam,180,,,,,15,15,1782,TID_PVP_4V4_DRAGONLING_0,PVPDungeon01,AmbDungeon01,scene/w01_arena_razorcave.json,,sc/ui.sc#mapbg_ch02_pvp_razorcave,Dragonling,8,10,,,1,,,,150,150,,,,,,,,,,10000,,,,,,-25,DragonlingWeakMelee,1,DragonlingWeakRanged,1,DragonlingStrongChargerV2,10,DragonlingStrongJumperV2,5,DragonlingBossSpiritOpen,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
