Name,IconAsset,NPCCountPercent,NPCSpawnFrequencySec,MinimumBlockedSeconds,NPC,Pets,PetCount,Level,SummonLevel,Resource,ChestIndex,PatrolChance,TargetZone,TargetZone2,IsAmbush,AmbushOverride,AmbushDistanceTiles,AmbushDelaySeconds,AmbushHeightOverride,EliteChance,MegaEliteChance,SpawnFrequencyOffsetSeconds,SpawnChancePercent,NPCWeight,IgnoreOtherCharactersOnSpawn,IgnoreLootScreen,AggroRequirement,Tag,ForceSpawnOtherZonesDistance,ForceSpawnEnemiesMinCount,ForceSpawnEnemiesMaxCount,MultipleSpawnsChancePermille,MultipleSpawnsMinCount,MultipleSpawnsMaxCount,PatrolPickupRadius,PatrolPickupMinCount,PatrolPickupMaxCount
,,,,,DragonlingWeakRanged,,,30,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongMelee,,,30,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongCharger,,,30,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
W01_OA2_HARD_Event5,sc/editor.sc#zone_0,10,10,30,DragonlingFriendlySoldier,,,30,,,,1000,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W02_OA1_HARD_Weak,sc/editor.sc#zone_6,50,5,30,BeetleWeakMeleeSmall,,,33,,,,250,,,,,5,,,,,,100,1,,,,,,,,500,2,2,,,
,,,,,BeetleWeakRangedSmall,,,33,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
,,,,,BeetleWeakDasher,,,33,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
W02_OA1_HARD_Strong,sc/editor.sc#zone_6,10,10,30,BeetleStrongKnight,,,33,,,,250,,,,,5,,,20,,,100,1,,,,,,,,,,,,,
,,,,,BeetleStrongRanged,,,33,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,BeetleStrongBlower,,,33,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,BeetleStrongMelee,,,33,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,BeetleStrongSummoner,,,33,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
W02_OA1_HARD_Boss,sc/editor.sc#zone_6,20,30,60,BeetleBossEasyOpen,,,33,,,,250,,,,,5,,,50,5,,100,1,,,,,,,,,,,4,10,10
,,,,,BeetleDungeonBossOpen,,,33,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,BeetleBossMediumOpen,,,33,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,BeetleDungeonBoss2Open,,,33,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,BeetleDungeonBoss,,,36,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,BeetleBossSummonerOpen,,,39,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
W02_OA1_HARD_PortalAmbush,sc/editor.sc#zone_21,1000,5,30,BeetleWeakMeleeSmall,,,33,,,,,,,TRUE,2,5,,,,,,50,3,TRUE,,,,,,,500,2,2,4,2,3
,,,,,BeetleWeakRangedSmall,,,33,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
,,,,,BeetleWeakDasher,,,33,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
,,,,,BeetleStrongKnight,,,33,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,BeetleStrongRanged,,,33,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,BeetleStrongBlower,,,33,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,BeetleStrongMelee,,,33,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,BeetleStrongSummoner,,,33,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
W02_OA1_HARD_PortalAmbushBoss,sc/editor.sc#zone_21,5,5,30,BeetleBossEasyOpen,,,33,,,,,,,TRUE,2,5,,,50,5,,10,1,TRUE,,,,,,,,,,4,2,3
,,,,,BeetleDungeonBossOpen,,,33,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,BeetleBossMediumOpen,,,33,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,BeetleDungeonBoss2Open,,,33,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,BeetleDungeonBoss,,,36,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,BeetleBossSummonerOpen,,,39,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
W02_OA1_HARD_PortalAmbushSlime,sc/editor.sc#zone_21,50,5,30,LivingWeapon,,,33,,,,,,,TRUE,2,5,,,,,,10,1,TRUE,,,,,,,1000,5,5,4,2,3
W02_OA1_HARD_Event1,sc/editor.sc#zone_21,10,10,90,RetreatingBeetleHard,,,33,,,,1000,,,,,5,,,,,,100,1,,,,,2,2,4,500,2,2,4,2,3
W02_OA1_HARD_Event2,sc/editor.sc#zone_9,10,10,90,BeetleVaultHard,,,33,,,,,,,,,5,,,20,,,100,1,,,,,2,2,4,,,,4,10,10
W02_OA1_HARD_Event3,sc/editor.sc#zone_21,10,10,90,BeetleEscortHard,,,33,,,,,,,,,5,,,,,,100,1,,,,,2,2,4,,,,4,2,3
W02_OA1_HARD_Event4,sc/editor.sc#zone_21,50,10,90,LivingWeapon,,,33,,,,1000,,,,,5,,,,,,100,1,,,,,,,,1000,5,5,4,2,3
W01_OA3_HARD_Weak,sc/editor.sc#zone_6,50,5,30,DragonlingWeakMelee,,,36,,,,250,,,,,5,,,,,,100,1,,,,,,,,500,2,2,,,
,,,,,DragonlingWeakRanged,,,36,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
W01_OA3_HARD_Strong,sc/editor.sc#zone_6,10,10,30,DragonlingStrongSlammer,,,36,,,,250,,,,,5,,,20,,,100,1,,,,,,,,,,,,,
,,,,,DragonlingStrongJumper,,,36,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongCharger,,,36,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongMelee,,,36,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongWhelp,,,36,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongJumperV2,,,36,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
W01_OA3_HARD_Boss,sc/editor.sc#zone_6,20,30,60,DragonlingBossMediumOpen,,,36,,,,250,,,,,5,,,50,5,,100,1,,,,,,,,,,,4,10,10
,,,,,DragonlingBossSpiritOpen,,,36,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingRaidBoss2Open,,,36,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingRaidBoss1Open,,,36,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingBossChargerOpen,,,36,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingDungeonBoss,,,36,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingBossMedium,,,39,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingRaidBoss2,,,42,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
W01_OA3_HARD_PortalAmbush,sc/editor.sc#zone_21,1000,5,30,DragonlingWeakMelee,,,36,,,,,,,TRUE,2,5,,,,,,50,3,TRUE,,,,,,,500,2,2,4,2,3
,,,,,DragonlingWeakRanged,,,36,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
,,,,,DragonlingStrongSlammer,,,36,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongJumper,,,36,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongCharger,,,36,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongMelee,,,36,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongWhelp,,,36,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongJumperV2,,,36,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
W01_OA3_HARD_PortalAmbushBoss,sc/editor.sc#zone_21,5,5,30,DragonlingBossMediumOpen,,,36,,,,,,,TRUE,2,5,,,50,5,,10,1,TRUE,,,,,,,,,,4,2,3
,,,,,DragonlingBossSpiritOpen,,,36,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingRaidBoss2Open,,,36,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingRaidBoss1Open,,,36,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingBossChargerOpen,,,36,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingDungeonBoss,,,36,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingBossMedium,,,39,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingRaidBoss2,,,42,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
W01_OA3_HARD_Event1,sc/editor.sc#zone_21,10,10,90,DragonlingProtectStationary,,,36,,,,,,,,,5,,,,,,100,1,,,,,2,2,4,,,,4,2,3
W01_OA3_HARD_Event1_ProtectHarrass,sc/editor.sc#zone_0,,999,30,DragonlingStrongWhelp,,,36,,,,,,,,,5,,,20,,,100,1,,,,,,,,,,,,,
,,,,,DragonlingStrongMelee,,,36,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
W01_OA3_HARD_Event2,sc/editor.sc#zone_9,10,10,90,ShootingPlantHard,,,36,,,,,,,,,5,,,20,,,100,1,,,,,2,2,4,,,,4,10,10
W01_OA3_HARD_Event2_Minions,sc/editor.sc#zone_1,,999,5,ShootingPlantMinionHard,,,36,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W01_OA3_HARD_Event3,sc/editor.sc#zone_21,10,10,90,DragonlingEscort,,,36,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,2,3
W01_OA3_HARD_Event4,sc/editor.sc#zone_21,10,10,90,EasyPortal,,,36,,,,,,,,,5,,,,,,100,1,,,,,2,3,5,,,,4,2,3
W01_OA3_HARD_Event4_Guards,sc/editor.sc#zone_19,,999,999,DragonlingWeakMelee,,,36,,,,,,,,,5,,,,,,,1,,,,,,,,,,,4,10,10
,,,,,DragonlingWeakRanged,,,36,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongMelee,,,36,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongCharger,,,36,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
W01_OA3_HARD_Event5,sc/editor.sc#zone_0,10,10,30,DragonlingFriendlySoldier,,,36,,,,1000,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W02_OA2_HARD_Weak,sc/editor.sc#zone_6,50,5,30,BeetleWeakMeleeSmall,,,39,,,,250,,,,,5,,,,,,100,1,,,,,,,,500,2,2,,,
,,,,,BeetleWeakRangedSmall,,,39,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
,,,,,BeetleWeakDasher,,,39,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
W02_OA2_HARD_Strong,sc/editor.sc#zone_6,10,10,30,BeetleStrongKnight,,,39,,,,250,,,,,5,,,20,,,100,1,,,,,,,,,,,,,
,,,,,BeetleStrongRanged,,,39,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,BeetleStrongBlower,,,39,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,BeetleStrongMelee,,,39,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,BeetleStrongSummoner,,,39,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
W02_OA2_HARD_Boss,sc/editor.sc#zone_6,20,30,60,BeetleBossMediumOpen,,,39,,,,250,,,,,5,,,50,5,,100,1,,,,,,,,,,,4,10,10
,,,,,BeetleDungeonBoss2Open,,,39,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,BeetleBossSummonerOpen,,,39,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,BeetleDungeonBoss,,,39,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,BeetleBossMegaOverlord,,,42,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,BeetleBossRiderOpen,,,45,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
W02_OA2_HARD_PortalAmbush,sc/editor.sc#zone_21,1000,5,30,BeetleWeakMeleeSmall,,,39,,,,,,,TRUE,2,5,,,,,,50,3,TRUE,,,,,,,500,2,2,4,2,3
,,,,,BeetleWeakRangedSmall,,,39,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
,,,,,BeetleWeakDasher,,,39,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
,,,,,BeetleStrongKnight,,,39,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,BeetleStrongRanged,,,39,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,BeetleStrongBlower,,,39,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,BeetleStrongMelee,,,39,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,BeetleStrongSummoner,,,39,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
W02_OA2_HARD_PortalAmbushBoss,sc/editor.sc#zone_21,5,5,30,BeetleBossMediumOpen,,,39,,,,,,,TRUE,2,5,,,50,5,,10,1,TRUE,,,,,,,,,,4,2,3
,,,,,BeetleDungeonBoss2Open,,,39,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,BeetleBossSummonerOpen,,,39,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,BeetleDungeonBoss,,,39,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,BeetleBossMegaOverlord,,,42,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,BeetleBossRiderOpen,,,45,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
W02_OA2_HARD_PortalAmbushSlime,sc/editor.sc#zone_21,50,5,30,LivingWeapon,,,39,,,,,,,TRUE,2,5,,,,,,10,1,TRUE,,,,,,,1000,5,5,4,2,3
W02_OA2_HARD_Event1,sc/editor.sc#zone_21,10,10,90,RetreatingBeetleHard,,,39,,,,1000,,,,,5,,,,,,100,1,,,,,2,2,4,500,2,2,4,2,3
W02_OA2_HARD_Event2,sc/editor.sc#zone_9,10,10,90,BeetleVaultHard,,,39,,,,,,,,,5,,,20,,,100,1,,,,,2,2,4,,,,4,10,10
W02_OA2_HARD_Event3,sc/editor.sc#zone_21,10,10,90,BeetleEscortHard,,,39,,,,,,,,,5,,,,,,100,1,,,,,2,2,4,,,,4,2,3
W02_OA2_HARD_Event4,sc/editor.sc#zone_21,50,10,90,LivingWeapon,,,39,,,,1000,,,,,5,,,,,,100,1,,,,,,,,1000,5,5,4,2,3
W01_OA4_HARD_Weak,sc/editor.sc#zone_6,50,5,30,DragonlingWeakMelee,,,42,,,,250,,,,,5,,,,,,100,1,,,,,,,,500,2,2,,,
,,,,,DragonlingWeakRanged,,,42,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
W01_OA4_HARD_Strong,sc/editor.sc#zone_6,10,10,30,DragonlingStrongSlammer,,,42,,,,250,,,,,5,,,20,,,100,1,,,,,,,,,,,,,
,,,,,DragonlingStrongJumper,,,42,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongCharger,,,42,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongMelee,,,42,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongWhelp,,,42,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongJumperV2,,,42,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
W01_OA4_HARD_Boss,sc/editor.sc#zone_6,20,30,60,DragonlingBossSpiritOpen,,,42,,,,250,,,,,5,,,50,5,,100,1,,,,,,,,,,,4,10,10
,,,,,DragonlingRaidBoss2Open,,,42,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingRaidBoss1Open,,,42,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingBossChargerOpen,,,42,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingDungeonBoss,,,42,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingBossMedium,,,42,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingRaidBoss2,,,45,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingBossHardOpen,,,48,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
W01_OA4_HARD_PortalAmbush,sc/editor.sc#zone_21,1000,5,30,DragonlingWeakMelee,,,42,,,,,,,TRUE,2,5,,,,,,50,3,TRUE,,,,,,,250,2,2,4,2,3
,,,,,DragonlingWeakRanged,,,42,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
,,,,,DragonlingStrongSlammer,,,42,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongJumper,,,42,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongCharger,,,42,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongMelee,,,42,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongWhelp,,,42,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongJumperV2,,,42,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
W01_OA4_HARD_PortalAmbushBoss,sc/editor.sc#zone_21,5,5,30,DragonlingBossSpiritOpen,,,42,,,,,,,TRUE,2,5,,,50,5,,10,1,TRUE,,,,,,,,,,4,2,3
,,,,,DragonlingRaidBoss2Open,,,42,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingRaidBoss1Open,,,42,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingBossChargerOpen,,,42,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingDungeonBoss,,,42,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingBossMedium,,,42,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingRaidBoss2,,,45,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
,,,,,DragonlingBossHardOpen,,,48,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
W01_OA4_HARD_Event1,sc/editor.sc#zone_21,10,10,90,DragonlingProtectStationary,,,42,,,,,,,,,5,,,,,,100,1,,,,,2,2,4,,,,4,2,3
W01_OA4_HARD_Event1_ProtectHarrass,sc/editor.sc#zone_0,,999,30,DragonlingStrongWhelp,,,42,,,,,,,,,5,,,20,,,100,1,,,,,,,,,,,,,
,,,,,DragonlingStrongMelee,,,42,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
W01_OA4_HARD_Event2,sc/editor.sc#zone_9,10,10,90,ShootingPlantHard,,,42,,,,,,,,,5,,,20,,,100,1,,,,,2,2,4,,,,4,10,10
W01_OA4_HARD_Event2_Minions,sc/editor.sc#zone_1,,999,5,ShootingPlantMinionHard,,,42,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W01_OA4_HARD_Event3,sc/editor.sc#zone_21,10,10,90,DragonlingEscort,,,42,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,2,3
W01_OA4_HARD_Event4,sc/editor.sc#zone_21,10,10,90,EasyPortal,,,42,,,,,,,,,5,,,,,,100,1,,,,,2,3,5,,,,4,2,3
W01_OA4_HARD_Event4_Guards,sc/editor.sc#zone_19,,999,999,DragonlingWeakMelee,,,42,,,,,,,,,5,,,,,,,1,,,,,,,,,,,4,10,10
,,,,,DragonlingWeakRanged,,,42,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongMelee,,,42,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,DragonlingStrongCharger,,,42,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
W01_OA4_HARD_Event5,sc/editor.sc#zone_0,10,10,30,DragonlingFriendlySoldier,,,42,,,,1000,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W01_DG6_WeakMelee,sc/editor.sc#zone_21,100,,300,DragonlingStrongWhelp,,,30,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W01_DG6_WeakRanged,sc/editor.sc#zone_21,100,,300,DragonlingStrongJumperV2,,,30,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W01_DG6_Healer,sc/editor.sc#zone_4,100,,300,DragonlingStrongJumperV2,,,30,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W01_DG6_Boomer,sc/editor.sc#zone_3,30,,300,DragonlingStrongCharger,,,33,,,,1000,A,,,,5,,,,,,100,1,,,,,,,,,,,,10,10
W01_DG6_Charger,sc/editor.sc#zone_3,100,,300,DragonlingStrongCharger,,,33,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,,,
W01_DG6_Ambush_Cliff,sc/editor.sc#zone_21,50,,300,DragonlingStrongMelee,,,30,,,,,,,TRUE,,8,2,,,,,100,1,,,,,,,,,,,4,10,10
W01_DG6_Boss,sc/editor.sc#zone_21,100,,300,DragonlingBossHard,,,30,,,,,,D,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W01_DG6_Boss_Ambush,sc/editor.sc#zone_21,100,30,-1,DragonlingStrongJumperV2,,,30,,,,,,,TRUE,,20,35,,,,,25,1,,,W01_DG6_Boss,,,,,,,,4,10,10
W01_DG7_Boss,sc/editor.sc#zone_21,100,,300,DragonlingDungeonBoss2,,,51,45,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W02_DG5_WeakRanged,sc/editor.sc#zone_2,100,,300,BeetleStrongTunneler,,,50,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,1,10,10
W02_DG5_BeetleStrongMeleeHard,sc/editor.sc#zone_2,100,,300,BeetleStrongMelee,,,50,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,1,10,10
W02_DG5_BeetleStrongSummoner,sc/editor.sc#zone_2,100,,300,BeetleStrongMeleeV2,,,50,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,1,10,10
W02_DG5_BeetleStrongBuffer,sc/editor.sc#zone_2,100,,300,BeetleStrongBuffer,,,50,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,1,10,10
W02_DG5_Boss,sc/editor.sc#zone_21,100,,300,BeetleBossSlime,,,55,50,,,,,D,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W02_DG5_Boss_Ambush,sc/editor.sc#zone_2,100,55,-1,BeetleStrongTunneler,,,50,,,,,G,,TRUE,3,30,15,,,,,100,1,,,W02_DG5_Boss,,,,,,,,1,10,10
W02_DG6_BeetleStrongMeleeHard,sc/editor.sc#zone_2,100,,300,BeetleStrongBlower,,,20,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,1,10,10
W02_DG6_BeetleStrongMeleeV2,sc/editor.sc#zone_2,100,,300,BeetleStrongMeleeHard,,,999,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,1,10,10
W02_DG6_WeakMelee,sc/editor.sc#zone_2,100,,300,BeetleWeakMeleeHard,,,999,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,1,10,10
W02_DG6_BeetleWeakRangedHard,sc/editor.sc#zone_2,100,,300,BeetleWeakRangedHard,,,999,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,1,10,10
W02_DG6_BeetleStrongSummoner,sc/editor.sc#zone_2,100,,300,BeetleStrongSummoner,,,30,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,1,10,10
W02_DG6_BossNorth,sc/editor.sc#zone_21,100,,300,BeetleBossMedium,,,20,,,,,,D,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W02_DG6_BossCenter,sc/editor.sc#zone_21,100,,300,BeetleDungeonBoss2Open,,,30,,,,,,D,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W02_DG6_BossSouth,sc/editor.sc#zone_21,100,,300,BeetleBossMedium,,,20,,,,,,D,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W02_DG6_BossGuard,sc/editor.sc#zone_21,100,,300,BeetleBossEasyHard,,,999,,,,,,D,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W02_DG6_BossNorth_Ambush,sc/editor.sc#zone_2,100,30,-1,BeetleStrongMeleeHard,,,999,,,,,G,,TRUE,3,300,10,,,,,100,1,,,W02_DG6_BossNorth,,,,,,,,1,10,10
W02_DG6_BossCenter_Ambush,sc/editor.sc#zone_2,100,40,-1,BeetleStrongSummoner,,,30,,,,,G,,TRUE,3,300,10,,,,,100,1,,,W02_DG6_BossCenter,,,,,,,,1,10,10
W02_DG6_BossSouth_Ambush,sc/editor.sc#zone_2,100,30,-1,BeetleStrongMeleeHard,,,999,,,,,G,,TRUE,3,300,10,,,,,100,1,,,W02_DG6_BossSouth,,,,,,,,1,10,10
W01_Arena2_01,sc/editor.sc#zone_21,100,5,0,BeetleDungeonBoss,,,41,45,,,,,,,,5,,,,,,100,1,,,,,,,,,,,,,
,,,300,,BeetleBossMedium,,,41,45,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,300,,BeetleBossHard,,,41,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
W01_Arena2_02,sc/editor.sc#zone_21,100,5,0,BeetleBossRiderPhase3Open,,,36,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,,,
,,,300,,BeetleBossRiderPhase2Open,,,36,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,300,,BeetleBossRiderOpen,,,36,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
W01_Arena2_03,sc/editor.sc#zone_21,100,5,0,DragonlingEscort,,,1,,,,,,,,,5,,,,,,100,0,,,,,,,,,,,,,
,,,300,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,300,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
W01_Arena2_04,sc/editor.sc#zone_21,100,5,0,DragonlingEscort,,,1,,,,,,,,,5,,,,,,100,0,,,,,,,,,,,,,
,,,300,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,300,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
W01_Arena2_05,sc/editor.sc#zone_21,100,5,0,DragonlingEscort,,,1,,,,,,,,,5,,,,,,100,0,,,,,,,,,,,,,
,,,300,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,300,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
W01_Arena2_06,sc/editor.sc#zone_21,100,5,0,DragonlingEscort,,,1,,,,,,,,,5,,,,,,100,0,,,,,,,,,,,,,
